bridge_version,repo,scenario_id,scenario_label,channel,family,h,baseline_id,dose_metric,dose_value,delta_trlowz,delta_ipovall,delta_ipovch,delta_rydpc,delta_iginihh,delta_imedrinc,notes
v1,ea,transfer_composite_fp,Transfer Composite (FP-aligned),transfer_composite,transfer_composite_fp,2,implicit_zero_shock,native_shock_unit,1,,7.72728222052953e-06,1.132081577613e-05,,2.5413900841501e-08,-0.00906443141149485,ea-ineq bridge does not yet expose a TRLOWZ or RYDPC analog; coefficients are DFLMX LP responses per native treatment shock unit.
v1,ea,transfer_composite_fp,Transfer Composite (FP-aligned),transfer_composite,transfer_composite_fp,4,implicit_zero_shock,native_shock_unit,1,,1.56694916998862e-05,2.37303748333883e-05,,5.59277940169927e-08,-0.0231354831805237,ea-ineq bridge does not yet expose a TRLOWZ or RYDPC analog; coefficients are DFLMX LP responses per native treatment shock unit.
v1,ea,transfer_composite_fp,Transfer Composite (FP-aligned),transfer_composite,transfer_composite_fp,8,implicit_zero_shock,native_shock_unit,1,,2.25742058091145e-05,3.34154363375894e-05,,7.45684251294247e-08,-0.0458093420707808,ea-ineq bridge does not yet expose a TRLOWZ or RYDPC analog; coefficients are DFLMX LP responses per native treatment shock unit.
v1,ea,transfers_total,Broad Federal Transfers,broad_federal_transfers,transfers_total,2,implicit_zero_shock,native_shock_unit,1,,1.26141375263487e-06,2.20505807896807e-06,,1.11035853401323e-08,0.00213490543842627,ea-ineq bridge does not yet expose a TRLOWZ or RYDPC analog; coefficients are DFLMX LP responses per native treatment shock unit.
v1,ea,transfers_total,Broad Federal Transfers,broad_federal_transfers,transfers_total,4,implicit_zero_shock,native_shock_unit,1,,2.13442603658104e-06,3.73834280284858e-06,,1.82651988713184e-08,0.00063429280812552,ea-ineq bridge does not yet expose a TRLOWZ or RYDPC analog; coefficients are DFLMX LP responses per native treatment shock unit.
v1,ea,transfers_total,Broad Federal Transfers,broad_federal_transfers,transfers_total,8,implicit_zero_shock,native_shock_unit,1,,1.94432437500893e-06,3.28185861928299e-06,,1.19277287585989e-08,-0.00566217833404216,ea-ineq bridge does not yet expose a TRLOWZ or RYDPC analog; coefficients are DFLMX LP responses per native treatment shock unit.
v1,ea,ui_benefits,UI Benefits,ui,ui_benefits,2,implicit_zero_shock,native_shock_unit,1,,5.17664072341427e-06,7.19199405965614e-06,,5.42920399389045e-08,0.0059617854970296,ea-ineq bridge does not yet expose a TRLOWZ or RYDPC analog; coefficients are DFLMX LP responses per native treatment shock unit.
v1,ea,ui_benefits,UI Benefits,ui,ui_benefits,4,implicit_zero_shock,native_shock_unit,1,,9.84587991941564e-06,1.30998141756821e-05,,8.67268656206855e-08,-0.000343702883503663,ea-ineq bridge does not yet expose a TRLOWZ or RYDPC analog; coefficients are DFLMX LP responses per native treatment shock unit.
v1,ea,ui_benefits,UI Benefits,ui,ui_benefits,8,implicit_zero_shock,native_shock_unit,1,,7.11598068384924e-06,6.9793745396557e-06,,-1.69416711880867e-08,-0.0312460818803908,ea-ineq bridge does not yet expose a TRLOWZ or RYDPC analog; coefficients are DFLMX LP responses per native treatment shock unit.
