bridge_version,repo,scenario_id,scenario_label,channel,family,h,baseline_id,dose_metric,dose_value,delta_trlowz,delta_ipovall,delta_ipovch,delta_rydpc,delta_iginihh,delta_imedrinc,notes
v1,fp,ineq-ui-relief,UI Medium,ui,ui,2,ineq-baseline-observed,delta_trlowz,0.0004907687702897512,0.0004907687702897512,-9.781727630997494e-06,-2.4939074480007095e-05,0.0005616110706991861,6.46426643102771e-06,0.0008383799515883084,secondary_metrics_provisional
v1,fp,ineq-ui-relief,UI Medium,ui,ui,4,ineq-baseline-observed,delta_trlowz,0.00048219799327409163,0.00048219799327409163,-1.0201414286994948e-05,-2.545008027099449e-05,0.0006015035266990765,6.754048324009165e-06,0.0009035442430018747,secondary_metrics_provisional
v1,fp,ineq-ui-relief,UI Medium,ui,ui,8,ineq-baseline-observed,delta_trlowz,0.00046729089554364833,0.00046729089554364833,-1.0287155405006021e-05,-2.5134948238997312e-05,0.0006548782416011534,6.811455313004977e-06,0.0009744481273941119,secondary_metrics_provisional
v1,fp,ineq-ui-shock,UI Shock,ui,ui,2,ineq-baseline-observed,delta_trlowz,-0.0004907700907361701,-0.0004907700907361701,9.782517790005163e-06,2.4942808326988697e-05,-0.0005616140522004542,-6.4643015549870064e-06,-0.0008384034200048518,secondary_metrics_provisional
v1,fp,ineq-ui-shock,UI Shock,ui,ui,4,ineq-baseline-observed,delta_trlowz,-0.0004822014280376763,-0.0004822014280376763,1.020232045000069e-05,2.5454118005002746e-05,-0.0006015091490993996,-6.754120949969966e-06,-0.0009035741099978623,secondary_metrics_provisional
v1,fp,ineq-ui-shock,UI Shock,ui,ui,8,ineq-baseline-observed,delta_trlowz,-0.00046729695717306896,-0.00046729695717306896,1.0288174214001522e-05,2.5139175796023983e-05,-0.0006548882553012447,-6.81160052401486e-06,-0.0009744882455038351,secondary_metrics_provisional
v1,fp,ineq-ui-small,UI Small,ui,ui,2,ineq-baseline-observed,delta_trlowz,0.00034817205884474234,0.00034817205884474234,-6.939646451001313e-06,-1.7693203027996374e-05,0.00039843059330024744,4.5860234790251475e-06,0.0005947840768953938,secondary_metrics_provisional
v1,fp,ineq-ui-small,UI Small,ui,ui,4,ineq-baseline-observed,delta_trlowz,0.0003420916527230311,0.0003420916527230311,-7.23740160099573e-06,-1.805576313698709e-05,0.0004267322354003511,4.791610689003356e-06,0.0006410149990045966,secondary_metrics_provisional
v1,fp,ineq-ui-small,UI Small,ui,ui,8,ineq-baseline-observed,delta_trlowz,0.0003315161228583108,0.0003315161228583108,-7.298241532005534e-06,-1.7832214911001065e-05,0.0004645989341014456,4.832345080973965e-06,0.0006913182246961469,secondary_metrics_provisional
v1,fp,ineq-ui-large,UI Large,ui,ui,2,ineq-baseline-observed,delta_trlowz,0.0005797412386745471,0.0005797412386745471,-1.1554993482001952e-05,-2.945993317901574e-05,0.0006634264313003513,7.636183445014488e-06,0.0009903691448016616,secondary_metrics_provisional
v1,fp,ineq-ui-large,UI Large,ui,ui,4,ineq-baseline-observed,delta_trlowz,0.000569616330887257,0.000569616330887257,-1.2050753614989418e-05,-3.0063547774988875e-05,0.0007105507936984168,7.978496505023358e-06,0.0010673465257013959,secondary_metrics_provisional
v1,fp,ineq-ui-large,UI Large,ui,ui,8,ineq-baseline-observed,delta_trlowz,0.000552006404548333,0.000552006404548333,-1.2152026863998522e-05,-2.969126445898085e-05,0.0007736014553003656,8.046303157982493e-06,0.0011511036301925515,secondary_metrics_provisional
v1,fp,ineq-federal-transfer-relief,Federal Transfer Relief,broad_federal_transfers,federal-transfers,2,ineq-baseline-observed,delta_trlowz,0.007321872055019885,0.007321872055019885,-0.0001023749030569926,-0.00028177243998800394,0.008367629674999932,9.633659735502897e-05,0.012486126022096755,secondary_metrics_provisional
v1,fp,ineq-federal-transfer-relief,Federal Transfer Relief,broad_federal_transfers,federal-transfers,4,ineq-baseline-observed,delta_trlowz,0.007319947890370937,0.007319947890370937,-0.00011041869836599105,-0.0002947453974850023,0.009097514148400876,0.00010224206382203338,0.013655448680196969,secondary_metrics_provisional
v1,fp,ineq-federal-transfer-relief,Federal Transfer Relief,broad_federal_transfers,federal-transfers,8,ineq-baseline-observed,delta_trlowz,0.007316110544039578,0.007316110544039578,-0.0001152414823809983,-0.00030008543955298284,0.010167280194199435,0.00010618866972500474,0.015115832274005925,secondary_metrics_provisional
v1,fp,ineq-federal-transfer-shock,Federal Transfer Shock,broad_federal_transfers,federal-transfers,2,ineq-baseline-observed,delta_trlowz,-0.007321827983507667,-0.007321827983507667,0.00010246202265500048,0.00028224612495100776,-0.008367894129600373,-9.63397499109675e-05,-0.012490749052901151,secondary_metrics_provisional
v1,fp,ineq-federal-transfer-shock,Federal Transfer Shock,broad_federal_transfers,federal-transfers,4,ineq-baseline-observed,delta_trlowz,-0.007319779670365456,-0.007319779670365456,0.00011052346805601188,0.000295274641252008,-0.009097816468802478,-0.00010224724171498112,-0.013660827341496429,secondary_metrics_provisional
v1,fp,ineq-federal-transfer-shock,Federal Transfer Shock,broad_federal_transfers,federal-transfers,8,ineq-baseline-observed,delta_trlowz,-0.007315648718901446,-0.007315648718901446,0.00011536345162499462,0.00030065605084600433,-0.010167425610198677,-0.00010619785939902648,-0.015122148839097349,secondary_metrics_provisional
v1,fp,ineq-transfer-composite-small,Transfer Composite Small,transfer_composite,transfer-composite,2,ineq-baseline-observed,delta_trlowz,0.015411813098709981,0.015411813098709981,-0.00016178845709699519,-0.00045739690398299837,-0.006390593455000371,0.0001590068426310376,-0.01012343145580985,secondary_metrics_provisional; financed_transfer_package
v1,fp,ineq-transfer-composite-small,Transfer Composite Small,transfer_composite,transfer-composite,4,ineq-baseline-observed,delta_trlowz,0.015525755720184886,0.015525755720184886,-0.0001366946399969926,-0.0004089876702889905,-0.007941156190600651,0.00014218476205901664,-0.01293482508908994,secondary_metrics_provisional; financed_transfer_package
v1,fp,ineq-transfer-composite-small,Transfer Composite Small,transfer_composite,transfer-composite,8,ineq-baseline-observed,delta_trlowz,0.01573068823434154,0.01573068823434154,-0.00012150797655700873,-0.000377017224167997,-0.01001376823339939,0.00013247662482296363,-0.016143997906993945,secondary_metrics_provisional; financed_transfer_package
v1,fp,ineq-transfer-composite-medium,Transfer Composite Medium,transfer_composite,transfer-composite,2,ineq-baseline-observed,delta_trlowz,0.022825446828410367,0.022825446828410367,-0.00023964944928800413,-0.0006771839304230143,-0.009454709820799323,0.00023556991412904127,-0.014976808277211262,secondary_metrics_provisional; financed_transfer_package
v1,fp,ineq-transfer-composite-medium,Transfer Composite Medium,transfer_composite,transfer-composite,4,ineq-baseline-observed,delta_trlowz,0.02299435133973171,0.02299435133973171,-0.00020258987029798947,-0.0006057282433890032,-0.011745655096902397,0.00021071588417398424,-0.019131038852989946,secondary_metrics_provisional; financed_transfer_package
v1,fp,ineq-transfer-composite-medium,Transfer Composite Medium,transfer_composite,transfer-composite,8,ineq-baseline-observed,delta_trlowz,0.02329828945895107,0.02329828945895107,-0.00018015041587800262,-0.000558505539147991,-0.014806714469898452,0.00019637054296095524,-0.023871699514103284,secondary_metrics_provisional; financed_transfer_package
v1,fp,ineq-transfer-composite-large,Transfer Composite Large,transfer_composite,transfer-composite,2,ineq-baseline-observed,delta_trlowz,0.027575186421288755,0.027575186421288755,-0.0002895441832729967,-0.0008179135560089923,-0.01141447968899989,0.0002846471218690416,-0.018080792129310908,secondary_metrics_provisional; financed_transfer_package
v1,fp,ineq-transfer-composite-large,Transfer Composite Large,transfer_composite,transfer-composite,4,ineq-baseline-observed,delta_trlowz,0.027779353765767567,0.027779353765767567,-0.0002448536664529932,-0.0007317730984819915,-0.014177931414000255,0.0002546672616849932,-0.023092154189995995,secondary_metrics_provisional; financed_transfer_package
v1,fp,ineq-transfer-composite-large,Transfer Composite Large,transfer_composite,transfer-composite,8,ineq-baseline-observed,delta_trlowz,0.02814686371355446,0.02814686371355446,-0.00021778514156700624,-0.0006748211981199848,-0.017869395215200257,0.0002373619160229712,-0.028809896556794,secondary_metrics_provisional; financed_transfer_package
