"candidate","direction","significance","score","sig_share","n_windows","median_corr","median_abs_corr","coint_share","pair_p","pair_q","pair_rejected","pair_multiplier"
"ui_benefits","negative",FALSE,0,0,28,-0.609337206280454,0.609337206280454,0,NA,NA,FALSE,1
"snap_persons","negative",FALSE,0,0,5,-0.508235659773134,0.508235659773134,0,NA,NA,FALSE,1
"nonrevolving_credit","negative",FALSE,0,0,3,0.461868302288896,0.461868302288896,0,NA,NA,FALSE,1
"wealth_share_gap_top10_bottom50","negative",FALSE,0,0,12,-0.119704875601245,0.417869878525326,0,NA,NA,FALSE,1
"top10_wealth_share","negative",FALSE,0,0,20,-0.274207844220158,0.411250570575053,0,NA,NA,FALSE,1
"wealth_share_gap_top1_bottom50","negative",FALSE,0,0,10,-0.300773376043197,0.300773376043197,0,NA,NA,FALSE,1
"fed_funds","negative",FALSE,0,0,18,0.250254621722092,0.299774750575305,0,NA,NA,FALSE,1
"median_real_income_fred_q","negative",FALSE,0,0,29,0.298078456827193,0.298078456827193,0,NA,NA,FALSE,1
"fhfa_hpi","negative",FALSE,0,0,27,-0.262027940756553,0.262027940756553,0,NA,NA,FALSE,1
"bottom50_wealth_share","negative",FALSE,0,0,3,0.247726491848165,0.247726491848165,0,NA,NA,FALSE,1
"top1_wealth_share","negative",FALSE,0,0,8,0.0483195962666508,0.238286076535999,0,NA,NA,FALSE,1
"cc_delinquency","negative",FALSE,0,0,10,0.0979250124900211,0.126251847549051,0,NA,NA,FALSE,1
