"treatment","outcome","horizon","split_expansion_coef","split_recession_coef","split_recession_gap","interaction_expansion_coef","interaction_recession_coef","interaction_recession_gap","interaction_p_gap","interaction_q_gap","gap_direction_match","abs_gap_difference","state_source","provenance_run_id","provenance_run_timestamp_utc","provenance_config_id","provenance_config_path","provenance_stage_id"
"transfers_total","poverty_all_q",8,1.74989193750804e-06,2.13875681250982e-06,3.88864875001786e-07,1.74989193750804e-06,2.13875681250982e-06,3.88864875001786e-07,0.0115399087285816,0.0221891962888379,TRUE,0,"recession_state_unavailable","dflmx_20260406T171420Z_propagate","2026-04-06T17:14:20Z","config_dflmx_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dflmx-R/config_dflmx_poverty_outcomes_bridge.R","propagate"
"transfers_total","poverty_child_q",2,1.98455227107126e-06,2.42556388686487e-06,4.41011615793614e-07,1.98455227107126e-06,2.42556388686487e-06,4.41011615793614e-07,0.0100000027331371,0.0221891962888379,TRUE,0,"recession_state_unavailable","dflmx_20260406T171420Z_propagate","2026-04-06T17:14:20Z","config_dflmx_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dflmx-R/config_dflmx_poverty_outcomes_bridge.R","propagate"
"transfers_total","poverty_child_q",4,3.36450852256372e-06,4.11217708313343e-06,7.47668560569716e-07,3.36450852256372e-06,4.11217708313343e-06,7.47668560569716e-07,0.0100000000788753,0.0221891962888379,TRUE,0,"recession_state_unavailable","dflmx_20260406T171420Z_propagate","2026-04-06T17:14:20Z","config_dflmx_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dflmx-R/config_dflmx_poverty_outcomes_bridge.R","propagate"
"transfers_total","poverty_child_q",8,2.95367275735469e-06,3.61004448121128e-06,6.56371723856597e-07,2.95367275735469e-06,3.61004448121128e-06,6.56371723856597e-07,0.0134202783898845,0.0221891962888379,TRUE,0,"recession_state_unavailable","dflmx_20260406T171420Z_propagate","2026-04-06T17:14:20Z","config_dflmx_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dflmx-R/config_dflmx_poverty_outcomes_bridge.R","propagate"
"transfers_total","gini_households_q",2,9.9932268061191e-09,1.22139438741456e-08,2.22071706802647e-09,9.9932268061191e-09,1.22139438741456e-08,2.22071706802647e-09,0.0100000000060778,0.0221891962888379,TRUE,0,"recession_state_unavailable","dflmx_20260406T171420Z_propagate","2026-04-06T17:14:20Z","config_dflmx_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dflmx-R/config_dflmx_poverty_outcomes_bridge.R","propagate"
"transfers_total","gini_households_q",4,1.64386789841865e-08,2.00917187584502e-08,3.65303977426367e-09,1.64386789841865e-08,2.00917187584502e-08,3.65303977426367e-09,0.0100000000000018,0.0221891962888379,TRUE,0,"recession_state_unavailable","dflmx_20260406T171420Z_propagate","2026-04-06T17:14:20Z","config_dflmx_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dflmx-R/config_dflmx_poverty_outcomes_bridge.R","propagate"
"transfers_total","gini_households_q",8,1.0734955882739e-08,1.31205016344588e-08,2.38554575171979e-09,1.0734955882739e-08,1.31205016344588e-08,2.38554575171979e-09,0.0100108866268695,0.0221891962888379,TRUE,0,"recession_state_unavailable","dflmx_20260406T171420Z_propagate","2026-04-06T17:14:20Z","config_dflmx_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dflmx-R/config_dflmx_poverty_outcomes_bridge.R","propagate"
"transfers_total","median_real_income_fred_q",2,0.00192141489458365,0.0023483959822689,0.000426981087685255,0.00192141489458365,0.0023483959822689,0.000426981087685255,0.0158052495137507,0.0243317244403737,TRUE,0,"recession_state_unavailable","dflmx_20260406T171420Z_propagate","2026-04-06T17:14:20Z","config_dflmx_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dflmx-R/config_dflmx_poverty_outcomes_bridge.R","propagate"
"transfers_total","median_real_income_fred_q",4,0.000570863527312968,0.000697722088938072,0.000126858561625104,0.000570863527312968,0.000697722088938072,0.000126858561625104,0.0720838847534457,0.0741434243178299,TRUE,0,"recession_state_unavailable","dflmx_20260406T171420Z_propagate","2026-04-06T17:14:20Z","config_dflmx_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dflmx-R/config_dflmx_poverty_outcomes_bridge.R","propagate"
"transfers_total","median_real_income_fred_q",8,-0.00509596050063794,-0.00622839616744638,-0.00113243566680843,-0.00509596050063794,-0.00622839616744638,-0.00113243566680843,0.0100958215015412,0.0221891962888379,TRUE,0,"recession_state_unavailable","dflmx_20260406T171420Z_propagate","2026-04-06T17:14:20Z","config_dflmx_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dflmx-R/config_dflmx_poverty_outcomes_bridge.R","propagate"
"transfer_composite_fp","poverty_all_q",2,6.95455399847658e-06,8.50001044258249e-06,1.54545644410591e-06,6.95455399847658e-06,8.50001044258249e-06,1.54545644410591e-06,0.0104023394663298,0.0221891962888379,TRUE,0,"recession_state_unavailable","dflmx_20260406T171420Z_propagate","2026-04-06T17:14:20Z","config_dflmx_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dflmx-R/config_dflmx_poverty_outcomes_bridge.R","propagate"
"transfer_composite_fp","poverty_all_q",4,1.41025425298976e-05,1.72364408698748e-05,3.13389833997725e-06,1.41025425298976e-05,1.72364408698748e-05,3.13389833997725e-06,0.0101519145767275,0.0221891962888379,TRUE,0,"recession_state_unavailable","dflmx_20260406T171420Z_propagate","2026-04-06T17:14:20Z","config_dflmx_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dflmx-R/config_dflmx_poverty_outcomes_bridge.R","propagate"
"transfer_composite_fp","poverty_all_q",8,2.0316785228203e-05,2.4831626390026e-05,4.5148411618229e-06,2.0316785228203e-05,2.4831626390026e-05,4.5148411618229e-06,0.0135600643987343,0.0221891962888379,TRUE,0,"recession_state_unavailable","dflmx_20260406T171420Z_propagate","2026-04-06T17:14:20Z","config_dflmx_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dflmx-R/config_dflmx_poverty_outcomes_bridge.R","propagate"
"transfer_composite_fp","poverty_child_q",2,1.0188734198517e-05,1.2452897353743e-05,2.26416315522601e-06,1.0188734198517e-05,1.2452897353743e-05,2.26416315522601e-06,0.0103443971970143,0.0221891962888379,TRUE,0,"recession_state_unavailable","dflmx_20260406T171420Z_propagate","2026-04-06T17:14:20Z","config_dflmx_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dflmx-R/config_dflmx_poverty_outcomes_bridge.R","propagate"
"transfer_composite_fp","poverty_child_q",4,2.13573373500495e-05,2.61034123167271e-05,4.74607496667766e-06,2.13573373500495e-05,2.61034123167271e-05,4.74607496667766e-06,0.0100994987910523,0.0221891962888379,TRUE,0,"recession_state_unavailable","dflmx_20260406T171420Z_propagate","2026-04-06T17:14:20Z","config_dflmx_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dflmx-R/config_dflmx_poverty_outcomes_bridge.R","propagate"
"transfer_composite_fp","poverty_child_q",8,3.00738927038305e-05,3.67569799713484e-05,6.68308726751789e-06,3.00738927038305e-05,3.67569799713484e-05,6.68308726751789e-06,0.0134458116417544,0.0221891962888379,TRUE,0,"recession_state_unavailable","dflmx_20260406T171420Z_propagate","2026-04-06T17:14:20Z","config_dflmx_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dflmx-R/config_dflmx_poverty_outcomes_bridge.R","propagate"
"transfer_composite_fp","gini_households_q",2,2.28725107573509e-08,2.79552909256511e-08,5.08278016830021e-09,2.28725107573509e-08,2.79552909256511e-08,5.08278016830021e-09,0.0162211496269158,0.0243317244403737,TRUE,0,"recession_state_unavailable","dflmx_20260406T171420Z_propagate","2026-04-06T17:14:20Z","config_dflmx_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dflmx-R/config_dflmx_poverty_outcomes_bridge.R","propagate"
"transfer_composite_fp","gini_households_q",4,5.03350146152934e-08,6.1520573418692e-08,1.11855588033985e-08,5.03350146152934e-08,6.1520573418692e-08,1.11855588033985e-08,0.0107141634921606,0.0221891962888379,TRUE,0,"recession_state_unavailable","dflmx_20260406T171420Z_propagate","2026-04-06T17:14:20Z","config_dflmx_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dflmx-R/config_dflmx_poverty_outcomes_bridge.R","propagate"
"transfer_composite_fp","gini_households_q",8,6.71115826164822e-08,8.20252676423672e-08,1.49136850258849e-08,6.71115826164822e-08,8.20252676423672e-08,1.49136850258849e-08,0.0111204492894816,0.0221891962888379,TRUE,0,"recession_state_unavailable","dflmx_20260406T171420Z_propagate","2026-04-06T17:14:20Z","config_dflmx_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dflmx-R/config_dflmx_poverty_outcomes_bridge.R","propagate"
"transfer_composite_fp","median_real_income_fred_q",2,-0.00815798827034536,-0.00997087455264433,-0.00181288628229897,-0.00815798827034536,-0.00997087455264433,-0.00181288628229897,0.0343496030613193,0.0426408865588791,TRUE,0,"recession_state_unavailable","dflmx_20260406T171420Z_propagate","2026-04-06T17:14:20Z","config_dflmx_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dflmx-R/config_dflmx_poverty_outcomes_bridge.R","propagate"
"transfer_composite_fp","median_real_income_fred_q",4,-0.0208219348624713,-0.0254490314985761,-0.00462709663610475,-0.0208219348624713,-0.0254490314985761,-0.00462709663610475,0.0237984103725207,0.0317312138300276,TRUE,0,"recession_state_unavailable","dflmx_20260406T171420Z_propagate","2026-04-06T17:14:20Z","config_dflmx_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dflmx-R/config_dflmx_poverty_outcomes_bridge.R","propagate"
"transfer_composite_fp","median_real_income_fred_q",8,-0.0412284078637027,-0.0503902762778589,-0.00916186841415616,-0.0412284078637027,-0.0503902762778589,-0.00916186841415616,0.0124598101427724,0.0221891962888379,TRUE,0,"recession_state_unavailable","dflmx_20260406T171420Z_propagate","2026-04-06T17:14:20Z","config_dflmx_poverty_outcomes_bridge","/Users/shanewray/tmp/ea_bridge_run/runtime/dflmx-R/config_dflmx_poverty_outcomes_bridge.R","propagate"
