"spec_id","k_factors","lp_lags","is_baseline","status","n_common_rows","sign_match_rate","priority_match_rate","median_abs_rank_shift","keyfinding_retention_rate","stability_score","run_timestamp_utc","treatment_scope","n_treatments","n_outcomes","provenance_run_id","provenance_run_timestamp_utc","provenance_config_id","provenance_config_path","provenance_stage_id"
"k4_lags2",4,2,TRUE,"ok",108,1,1,0,1,1,"2026-04-03T20:08:45Z","credit_composite;fed_funds;snap_persons;social_security;transfer_composite;ui_benefits",6,6,"dflmx_20260403T200845Z_propagate","2026-04-03T20:08:45Z","config_dflmx_poverty_outcomes_baseline","econark-r/dflmx-R/config_dflmx_poverty_outcomes_baseline.R","propagate"
