"candidate","direction","significance","score","sig_share","n_windows","median_corr","median_abs_corr","coint_share","pair_p","pair_q","pair_rejected","pair_multiplier"
"ui_benefits","least",FALSE,NA,0,16,-0.884982995592313,0.884982995592313,0,NA,NA,FALSE,1
"transfer_composite","least",FALSE,NA,0,13,-0.623354754771558,0.623354754771558,0,NA,NA,FALSE,1
"transfers_total","least",FALSE,NA,0,11,-0.610699088354576,0.610699088354576,0,NA,NA,FALSE,1
"wealth_share_gap_top1_bottom50","least",FALSE,NA,0,10,-0.188939921190255,0.334178690341641,0,NA,NA,FALSE,1
"top1_wealth_share","least",FALSE,NA,0,11,-0.0352851465612026,0.285520658683085,0,NA,NA,FALSE,1
"poverty_all_q","least",FALSE,NA,0,11,0.0547561723729719,0.190791151863097,0,NA,NA,FALSE,1
"bottom50_wealth_share","least",FALSE,NA,0,1,-0.163881344625743,0.163881344625743,0,NA,NA,FALSE,1
"credit_composite","least",FALSE,NA,0,3,0.163617432433107,0.163617432433107,0,NA,NA,FALSE,1
"revolving_credit","least",FALSE,NA,0,3,0.162475761655784,0.162475761655784,0,NA,NA,FALSE,1
"fhfa_hpi","least",FALSE,NA,0,5,0.159149779664972,0.159149779664972,0,NA,NA,FALSE,1
"gini_income_fred_q","least",FALSE,NA,0,35,-0.0916523331254424,0.106810910342855,0,NA,NA,FALSE,1
"social_security","least",FALSE,NA,0,11,-0.0822511616864847,0.101301303843864,0,NA,NA,FALSE,1
"poverty_child_q","least",FALSE,NA,0,10,-0.049133007681686,0.100090912281421,0,NA,NA,FALSE,1
"median_real_income_fred_q","least",FALSE,NA,0,16,-0.00154472902543744,0.0915376788303353,0,NA,NA,FALSE,1
"gini_households_q","least",FALSE,NA,0,26,0.084643696524773,0.0873071858209179,0,NA,NA,FALSE,1
"equity_wealth_proxy","least",FALSE,NA,0,5,0.0806473072063995,0.0806473072063995,0,NA,NA,FALSE,1
"fed_funds","least",FALSE,NA,0,4,0.00220304750740894,0.0692439334013839,0,NA,NA,FALSE,1
"cc_delinquency","least",FALSE,NA,0,2,-0.0288409789775356,0.0288409789775356,0,NA,NA,FALSE,1
