"design","treatment","outcome","horizon","stat_obs","p_perm","n_perm"
"/private/tmp/econark_results.3umZ26/dass-R/poverty_outcomes/design/design_household_networth_wealth_share_gap_top1_bottom50_h4.csv","household_networth","wealth_share_gap_top1_bottom50",4,0.727335167525651,0.00332225913621262,300
