"design","treatment","outcome","horizon","stat_obs","p_perm","n_perm"
"/private/tmp/econark_results.3umZ26/dass-R/poverty_outcomes/design/design_credit_composite_median_real_income_fred_q_h2.csv","credit_composite","median_real_income_fred_q",2,0.850098285895713,0.00332225913621262,300
