"design","treatment","outcome","horizon","stat_obs","p_perm","n_perm"
"/private/tmp/econark_results.3umZ26/dass-R/poverty_outcomes/design/design_transfer_composite_median_real_income_fred_q_h4.csv","transfer_composite","median_real_income_fred_q",4,0.843170962011974,0.00332225913621262,300
