"design","treatment","outcome","horizon","stat_obs","p_perm","n_perm"
"/private/tmp/econark_results.3umZ26/dass-R/poverty_outcomes/design/design_cc_delinquency_poverty_child_q_h2.csv","cc_delinquency","poverty_child_q",2,0.212967427489937,0.0199335548172757,300
