"design","treatment","outcome","horizon","stat_obs","p_perm","n_perm"
"/private/tmp/econark_results.3umZ26/dass-R/poverty_outcomes/design/design_revolving_credit_poverty_all_q_h8.csv","revolving_credit","poverty_all_q",8,-0.127331770292919,0.152823920265781,300
