"design","treatment","outcome","horizon","stat_obs","p_perm","n_perm"
"/private/tmp/econark_results.3umZ26/dass-R/poverty_outcomes/design/design_household_networth_gini_households_q_h8.csv","household_networth","gini_households_q",8,0.859423319643999,0.00332225913621262,300
