"spec_id","k_factors","lp_lags","is_baseline_candidate","k_available","status","n_outcome_rows","n_treatments","n_outcomes","raw_sig_p05","raw_sig_p10","fdr_sig_q10","median_abs_beta","median_n_obs","mean_full_factor_r2","message","run_timestamp_utc","treatment_scope","provenance_run_id","provenance_run_timestamp_utc","provenance_config_id","provenance_config_path","provenance_stage_id"
"k4_lags2",4,2,TRUE,TRUE,"ok",56,7,4,5,8,2,4.22478521918672e-05,100.5,NA,"ok","2026-04-03T20:07:15Z","credit_composite;fed_funds;household_networth;snap_persons;social_security;transfer_composite;ui_benefits","dflmx_20260403T200715Z_propagate","2026-04-03T20:07:15Z","config_dflmx_poverty_consumption_baseline","/Users/shanewray/Library/CloudStorage/OneDrive-Personal/Active/hw/1/1proj/code/econark-r/code/dflmx-R/config_dflmx_poverty_consumption_baseline.R","propagate"
