"run_timestamp_utc","status","fail_reason","diagnostics_csv","diagnostics_exists","diagnostics_rows","quality_fail_count","regression_r2_tolerance","tolerance_recovered_count","hard_fail_count","regression_max_fails","policy_max_threads","policy_pass","policy_over_limit_count","policy_max_observed_threads","dflmx_threads","omp_num_threads","openblas_num_threads","mkl_num_threads","veclib_maximum_threads","blis_num_threads","numexpr_num_threads","rcpp_parallel_num_threads","mc_cores","remote_total_cores","remote_concurrent_jobs","remote_threads_per_job"
"2026-04-03T20:07:16Z","pass","pass","/private/tmp/econark_results.wlJFXQ/dflmx-R/poverty_consumption_baseline/shock_fit_diagnostics.csv",TRUE,7,0,1e-06,0,0,1,16,TRUE,0,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA
